age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
31.0,Private,244665.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,Honduras,<=50K
38.0,Private,133935.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,El-Salvador,>50K
42.0,,32533.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
44.0,Private,167005.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
40.0,Private,226902.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
42.0,Private,222884.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>50K
37.0,Self-emp-not-inc,29814.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,85.0,United-States,<=50K
46.0,Private,187581.0,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,82161.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,100293.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Private,120902.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
38.0,Private,165848.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
28.0,Private,129624.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,,<=50K
35.0,Private,158046.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,5013.0,0.0,70.0,United-States,<=50K
46.0,Private,208067.0,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,220563.0,12th,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Local-gov,445382.0,Bachelors,13.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
38.0,Private,229009.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
43.0,Private,106900.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
73.0,Private,88594.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
30.0,Private,183017.0,HS-grad,9.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Private,246635.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,2597.0,0.0,20.0,United-States,<=50K
37.0,Self-emp-not-inc,33975.0,Bachelors,13.0,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
48.0,Private,174533.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Private,357788.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
72.0,Private,225780.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
68.0,Self-emp-inc,140852.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,,96862.0,Some-college,10.0,Never-married,,Own-child,White,Female,0.0,0.0,8.0,United-States,<=50K
42.0,State-gov,39239.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
31.0,Private,341672.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,India,<=50K
67.0,Private,219687.0,Some-college,10.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,18.0,United-States,<=50K
32.0,Private,176185.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,4787.0,0.0,40.0,United-States,>50K
25.0,Private,166977.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,40.0,United-States,>50K
38.0,Private,111377.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
50.0,Private,302372.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Self-emp-inc,186488.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,Puerto-Rico,<=50K
29.0,Local-gov,95393.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
55.0,Self-emp-inc,67433.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
36.0,Self-emp-not-inc,34378.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3908.0,0.0,75.0,United-States,<=50K
28.0,State-gov,119793.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,90980.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
18.0,Private,173585.0,HS-grad,9.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,18.0,United-States,<=50K
22.0,Private,34616.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
28.0,State-gov,107218.0,Bachelors,13.0,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,United-States,<=50K
23.0,Private,494371.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,,191118.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,103596.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
32.0,Private,193042.0,Prof-school,15.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
41.0,Private,46870.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,183557.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
33.0,State-gov,292317.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,110226.0,Masters,14.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,65.0,,<=50K
25.0,Local-gov,170070.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,>50K
18.0,Private,170094.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
29.0,Private,276345.0,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
23.0,Private,65225.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
66.0,Private,244661.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
23.0,Federal-gov,173851.0,HS-grad,9.0,Never-married,Armed-Forces,Not-in-family,White,Male,0.0,0.0,8.0,United-States,<=50K
33.0,Private,258932.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,105017.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Self-emp-not-inc,111625.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
19.0,Private,209826.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
54.0,Self-emp-inc,304570.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,7688.0,0.0,40.0,,>50K
32.0,State-gov,119033.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
34.0,Private,434463.0,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,39.0,United-States,<=50K
42.0,Private,152676.0,HS-grad,9.0,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,166894.0,Some-college,10.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,383493.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
63.0,Private,163708.0,9th,5.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
41.0,Private,323790.0,HS-grad,9.0,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,55.0,United-States,<=50K
46.0,Self-emp-inc,201865.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
35.0,Private,143059.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,1902.0,28.0,United-States,>50K
24.0,Private,188505.0,Bachelors,13.0,Married-AF-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
35.0,Private,243357.0,11th,7.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,328060.0,9th,5.0,Separated,Other-service,Unmarried,Other,Female,0.0,0.0,40.0,Mexico,<=50K
19.0,Private,184737.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,1721.0,40.0,United-States,<=50K
27.0,Private,32452.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
33.0,Self-emp-not-inc,155151.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1740.0,50.0,United-States,<=50K
43.0,Private,190885.0,7th-8th,4.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,38.0,Mexico,<=50K
19.0,Private,196857.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,351871.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
38.0,Private,65324.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
19.0,Private,89295.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
34.0,Private,29235.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,175738.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,>50K
34.0,Private,187203.0,Assoc-acdm,12.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,50.0,United-States,<=50K
36.0,Self-emp-not-inc,48160.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
66.0,,99888.0,Assoc-voc,11.0,Widowed,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,255252.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,203319.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
26.0,Private,155213.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
19.0,Private,39756.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
34.0,Self-emp-not-inc,319165.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
52.0,Self-emp-not-inc,42984.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
25.0,Private,199224.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
40.0,Private,382499.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
30.0,Local-gov,226443.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
48.0,Private,117849.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
65.0,Local-gov,221026.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
40.0,Private,29393.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,337953.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,2885.0,0.0,40.0,United-States,<=50K
59.0,Private,176647.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
40.0,Private,70761.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,311478.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,45.0,United-States,<=50K
34.0,,167558.0,7th-8th,4.0,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,Mexico,<=50K
26.0,Private,282142.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
58.0,Private,222247.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
54.0,Private,178946.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
47.0,Private,263984.0,Some-college,10.0,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,,<=50K
45.0,Private,408773.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
59.0,,424468.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27.0,,108926.0,Some-college,10.0,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,5.0,United-States,<=50K
32.0,Private,174215.0,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
21.0,,369084.0,Some-college,10.0,Never-married,,Other-relative,White,Male,0.0,0.0,10.0,United-States,<=50K
43.0,Private,203554.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
32.0,Private,164519.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
24.0,Private,213977.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,185203.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Self-emp-inc,160120.0,Doctorate,16.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,>50K
48.0,Federal-gov,483261.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,343121.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
42.0,,167678.0,11th,7.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,22.0,Ecuador,<=50K
39.0,Local-gov,203070.0,HS-grad,9.0,Separated,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,32334.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
55.0,Private,89690.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
40.0,Local-gov,261497.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,35.0,United-States,<=50K
54.0,Private,329733.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,>50K
47.0,Private,202117.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
37.0,Local-gov,108320.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
45.0,Local-gov,310260.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
24.0,Private,177526.0,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,135803.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
29.0,Private,35032.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Local-gov,167159.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
58.0,Self-emp-inc,154537.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,20.0,United-States,>50K
31.0,Private,217460.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
38.0,Private,96732.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,Mexico,<=50K
49.0,Private,191277.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Self-emp-inc,247981.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,5455.0,0.0,50.0,United-States,<=50K
36.0,Private,379522.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
23.0,,302836.0,Assoc-acdm,12.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,El-Salvador,<=50K
28.0,Local-gov,190911.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
50.0,Local-gov,191130.0,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,Private,74775.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,30.0,Vietnam,<=50K
42.0,State-gov,218948.0,Doctorate,16.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,36.0,Jamaica,<=50K
53.0,Private,288216.0,Some-college,10.0,Married-spouse-absent,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,163516.0,Some-college,10.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,144200.0,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,Other,Male,0.0,0.0,25.0,Columbia,<=50K
19.0,Private,355313.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Self-emp-not-inc,147269.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,,<=50K
47.0,Self-emp-not-inc,258498.0,Some-college,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,52.0,United-States,<=50K
39.0,Private,531055.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
37.0,Private,35429.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Male,1506.0,0.0,40.0,United-States,<=50K
62.0,Private,200922.0,7th-8th,4.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,246156.0,10th,6.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,24.0,Honduras,<=50K
61.0,Private,359367.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,182189.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
30.0,Private,175931.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Local-gov,258498.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
75.0,Private,254167.0,10th,6.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=50K
20.0,Private,177287.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
47.0,Federal-gov,87504.0,Bachelors,13.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,50.0,United-States,<=50K
23.0,Private,61777.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,2580.0,0.0,40.0,United-States,<=50K
42.0,Self-emp-inc,443508.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
19.0,Private,199495.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
79.0,Private,124744.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,20.0,United-States,<=50K
45.0,Self-emp-inc,36228.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386.0,0.0,35.0,United-States,>50K
30.0,Local-gov,44566.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,180206.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,Private,182108.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,27828.0,0.0,35.0,United-States,>50K
63.0,,316627.0,10th,6.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,10.0,United-States,<=50K
60.0,Private,325971.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
47.0,Private,423222.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
29.0,Private,224858.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
50.0,Private,72351.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
37.0,Private,162494.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Self-emp-not-inc,205072.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
60.0,Private,114263.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,Hungary,>50K
52.0,,287575.0,HS-grad,9.0,Separated,,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Private,34169.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,25.0,United-States,>50K
51.0,Private,228516.0,HS-grad,9.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,Columbia,<=50K
31.0,Private,191834.0,HS-grad,9.0,Divorced,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,272019.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2057.0,40.0,United-States,<=50K
30.0,Private,303867.0,HS-grad,9.0,Separated,Transport-moving,Not-in-family,White,Male,0.0,0.0,44.0,United-States,<=50K
35.0,Private,115214.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Male,6497.0,0.0,65.0,United-States,<=50K
36.0,Private,262688.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,Black,Male,7688.0,0.0,50.0,United-States,>50K
36.0,Private,83471.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,20.0,United-States,<=50K
25.0,Private,281627.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,1564.0,30.0,United-States,>50K
33.0,Private,182423.0,HS-grad,9.0,Divorced,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,52536.0,Assoc-acdm,12.0,Divorced,Tech-support,Own-child,White,Female,0.0,1594.0,25.0,United-States,<=50K
41.0,Private,178431.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,<=50K
53.0,Private,114758.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,65.0,United-States,>50K
34.0,State-gov,50178.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
25.0,Private,192273.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Private,120277.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
48.0,Private,158924.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
29.0,Private,115438.0,HS-grad,9.0,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=50K
39.0,Private,279490.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
31.0,Private,31286.0,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
57.0,State-gov,222792.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
41.0,Private,169473.0,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
40.0,Private,256202.0,Assoc-voc,11.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Private,82098.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,55.0,United-States,<=50K
