Date,Mean Pressure,Absolute Daily Max Air Temp.,Mean Air Temp.,Absolute Daily Min Air Temp.,Mean Dew Point,Mean Relative Humidity,Mean Amount of Cloud,Total Rainfall,Total Bright Sunshine
2005-03-03,1024.2,14.4,12.6,10.6,8.6,77.0,76.0,3.7,1.4
2005-03-04,1028.7,14.2,12.5,10.6,5.5,63.0,74.0,1.1,0.0
2005-03-05,1030.7,17.2,13.9,11.0,3.9,52.0,14.0,0.0,10.5
2005-03-06,1028.0,16.6,14.1,12.0,5.8,58.0,0.0,0.0,10.7
2005-03-07,1025.1,19.8,16.2,13.3,10.6,70.0,34.0,0.0,10.4
2005-03-08,1021.4,21.4,18.1,15.7,14.1,78.0,26.0,0.0,10.6
2005-03-09,1017.4,22.0,19.6,17.1,16.8,84.0,67.0,0.0,8.1
2005-03-10,1013.0,22.9,20.7,18.7,18.4,87.0,86.0,0.0,0.5
2005-03-11,1012.2,21.8,21.1,20.5,20.3,95.0,94.0,0.5,0.0
2005-03-12,1016.6,22.0,15.8,9.8,14.7,93.0,93.0,5.5,0.0
2005-03-13,1024.0,11.5,10.5,9.5,5.9,74.0,92.0,0.02,0.0
2005-03-14,1020.6,13.5,12.6,11.2,7.6,72.0,89.0,0.02,0.0
2005-03-15,1017.8,16.6,14.8,12.6,12.9,88.0,98.0,0.1,0.8
2005-03-16,1018.0,20.4,18.6,16.5,17.0,90.0,94.0,0.02,1.1
2005-03-17,1016.7,25.7,22.0,19.1,19.2,85.0,73.0,0.02,6.2
2005-03-18,1019.9,22.0,19.1,16.6,15.4,79.0,80.0,0.0,0.7
2005-03-19,1020.8,19.1,17.0,15.1,11.5,71.0,47.0,0.0,8.1
2005-03-20,1018.5,21.8,18.8,15.6,13.1,70.0,68.0,0.0,7.7
2005-03-21,1015.1,19.9,18.9,17.6,15.8,83.0,88.0,0.9,1.0
2005-03-22,1011.7,22.0,20.6,19.0,19.2,92.0,88.0,4.7,1.0
2005-03-23,1015.1,24.8,20.9,17.6,16.4,77.0,87.0,8.0,4.0
2005-03-24,1021.0,21.1,18.3,16.4,11.9,66.0,76.0,0.02,5.0
2005-03-25,1020.6,18.3,17.2,16.4,11.7,70.0,81.0,0.0,1.7
2005-03-26,1016.5,18.6,17.4,15.9,14.5,83.0,92.0,0.9,0.5
2005-03-27,1013.7,22.3,19.5,17.4,17.8,90.0,92.0,3.4,0.7
2005-03-28,1013.3,26.1,22.8,20.3,21.3,91.0,81.0,0.02,4.0
2005-03-29,1012.4,25.7,22.5,19.8,20.5,89.0,88.0,0.02,0.6
2005-03-30,1012.4,20.0,17.3,16.0,16.2,93.0,97.0,3.6,0.0
2005-03-31,1012.4,18.1,17.4,16.0,15.7,90.0,93.0,0.8,0.0
2005-04-01,1013.6,18.4,18.0,17.1,16.4,91.0,99.0,0.02,0.0
2005-04-02,1014.7,23.1,20.7,18.0,17.2,81.0,77.0,0.2,4.8
2005-04-03,1018.1,25.1,21.7,19.1,16.2,72.0,74.0,0.0,6.5
2005-04-04,1020.7,22.6,20.5,19.1,14.7,70.0,63.0,0.0,7.0
2005-04-05,1018.2,21.6,20.0,18.9,15.6,76.0,86.0,0.0,0.4
2005-04-06,1013.7,24.8,22.0,19.6,18.9,83.0,77.0,0.0,3.3
2005-04-07,1012.5,26.9,23.2,20.9,20.6,86.0,63.0,0.0,7.6
2005-04-08,1012.0,28.4,25.0,22.9,22.5,87.0,86.0,0.4,4.0
2005-04-09,1011.8,28.2,25.9,24.2,22.8,84.0,88.0,0.0,2.5
2005-04-10,1012.3,27.4,25.9,24.5,23.4,86.0,87.0,0.0,1.6
2005-04-11,1012.5,28.4,25.9,24.3,22.9,83.0,86.0,0.02,3.7
2005-04-12,1014.3,24.6,21.3,17.3,19.6,90.0,89.0,4.1,1.3
2005-04-13,1019.0,17.3,16.1,14.6,14.6,91.0,92.0,15.7,0.0
2005-04-14,1018.8,22.9,19.8,17.0,15.0,75.0,74.0,0.3,3.2
2005-04-15,1018.5,22.8,21.0,19.5,17.1,79.0,84.0,0.3,1.2
2005-04-16,1016.8,22.1,21.0,19.8,18.4,85.0,94.0,1.4,0.0
2005-04-17,1017.1,23.1,21.4,20.0,17.8,80.0,85.0,0.02,3.1
2005-04-18,1017.2,26.3,23.3,21.0,19.6,80.0,24.0,0.0,11.1
2005-04-19,1017.2,27.5,24.1,21.9,20.2,79.0,28.0,0.0,10.4
2005-04-20,1015.6,29.2,25.4,22.6,21.0,77.0,66.0,0.0,7.8
2005-04-21,1013.1,26.3,24.3,22.9,21.4,84.0,83.0,0.0,2.0
2005-04-22,1012.3,28.8,25.3,22.9,21.6,81.0,61.0,0.0,9.0
2005-04-23,1012.3,28.7,25.7,24.0,22.5,83.0,74.0,0.0,5.3
2005-04-24,1012.3,27.2,25.1,23.8,22.7,87.0,81.0,0.0,1.6
2005-04-25,1011.0,25.5,24.4,23.7,22.8,91.0,88.0,3.5,0.4
2005-04-26,1011.2,25.1,23.5,22.7,21.5,89.0,91.0,0.02,0.9
2005-04-27,1011.3,22.9,22.2,21.2,20.7,92.0,99.0,3.1,0.0
2005-04-28,1009.6,28.2,25.0,22.2,22.3,85.0,85.0,0.2,2.2
2005-04-29,1008.4,28.8,27.2,25.9,24.0,83.0,87.0,2.4,3.0
2005-04-30,1007.7,29.2,27.7,26.3,24.3,82.0,88.0,0.7,0.4
2005-05-01,1007.4,28.5,27.8,27.0,24.4,82.0,88.0,0.02,0.0
2005-05-02,1008.7,29.6,28.0,27.1,24.3,80.0,87.0,0.02,1.3
2005-05-03,1009.0,30.6,28.1,26.7,24.1,79.0,77.0,0.0,4.9
2005-05-04,1007.9,29.7,27.8,26.4,24.1,80.0,82.0,0.02,1.5
2005-05-05,1004.2,29.9,28.2,27.0,23.7,77.0,87.0,0.0,3.1
2005-05-06,1005.3,28.2,25.6,22.0,20.7,75.0,69.0,22.6,4.4
2005-05-07,1008.3,27.4,25.4,24.4,21.0,77.0,78.0,0.02,2.5
2005-05-08,1008.4,26.2,24.9,24.2,23.8,93.0,91.0,37.1,0.0
2005-05-09,1005.8,27.4,24.6,22.2,23.1,91.0,92.0,67.5,0.0
2005-05-10,1005.7,26.0,24.2,23.2,23.2,94.0,89.0,87.9,1.6
2005-05-11,1007.6,24.7,24.0,23.2,22.9,94.0,93.0,0.2,0.0
2005-05-12,1007.0,29.8,27.1,24.5,24.9,88.0,88.0,0.02,2.2
2005-05-13,1005.7,30.1,28.8,27.9,25.2,81.0,87.0,0.0,2.0
2005-05-14,1006.3,30.5,29.1,28.2,25.1,79.0,85.0,0.02,2.8
2005-05-15,1008.7,30.5,29.1,28.3,25.4,81.0,84.0,5.5,3.7
2005-05-16,1009.4,30.7,28.5,26.1,25.6,84.0,84.0,9.6,3.3
2005-05-17,1009.1,30.6,29.2,27.3,25.2,79.0,83.0,6.5,4.4
2005-05-18,1009.0,32.2,29.1,24.1,25.3,81.0,85.0,47.2,4.0
2005-05-19,1010.1,27.9,26.3,24.5,25.0,92.0,87.0,16.4,0.9
2005-05-20,1010.8,27.5,26.2,25.5,24.8,93.0,88.0,38.1,0.9
2005-05-21,1009.7,28.7,27.1,25.7,24.8,88.0,72.0,0.4,5.6
2005-05-22,1008.9,32.6,29.1,26.9,24.2,75.0,44.0,0.02,10.4
2005-05-23,1008.3,30.1,28.0,24.8,24.8,83.0,75.0,8.5,4.5
2005-05-24,1007.6,28.7,26.6,24.3,24.3,88.0,84.0,44.7,3.3
2005-05-25,1009.1,27.4,26.8,26.4,24.5,87.0,72.0,0.02,2.1
2005-05-26,1009.3,26.5,25.6,23.5,24.5,94.0,90.0,30.5,0.5
2005-05-27,1006.5,28.7,25.8,23.6,24.5,92.0,90.0,85.6,0.7
2005-05-28,1006.5,28.5,26.3,24.5,24.4,89.0,91.0,0.3,2.7
2005-05-29,1009.3,26.7,25.7,25.0,22.4,82.0,86.0,0.02,1.6
2005-05-30,1008.5,28.8,26.3,24.8,21.9,77.0,58.0,0.02,9.2
2005-05-31,1006.0,29.3,26.7,24.8,23.6,83.0,82.0,0.02,3.5
2005-06-01,1004.0,31.0,28.1,26.0,24.7,82.0,86.0,0.02,4.4
2005-06-02,1003.2,30.8,29.3,28.0,25.8,82.0,86.0,3.2,3.0
2005-06-03,1003.8,33.4,29.8,26.0,26.1,81.0,83.0,1.7,6.6
2005-06-04,1005.2,29.4,27.1,25.8,25.7,92.0,86.0,32.5,3.0
2005-06-05,1006.2,26.6,25.2,23.2,20.9,78.0,88.0,7.0,0.2
2005-06-06,1006.3,26.1,25.6,25.0,22.3,82.0,88.0,0.02,0.6
2005-06-07,1006.2,25.8,25.0,23.6,22.1,84.0,89.0,1.4,0.1
2005-06-08,1005.9,28.2,26.3,25.1,22.9,82.0,84.0,0.02,4.9
2005-06-09,1004.6,27.9,25.7,25.0,23.4,87.0,80.0,5.3,2.0
2005-06-10,1002.0,31.4,28.0,25.3,24.6,83.0,58.0,0.9,7.9
2005-06-11,1000.9,32.7,29.7,27.8,25.5,79.0,69.0,0.0,10.2
2005-06-12,1000.9,30.9,29.3,26.9,25.4,80.0,86.0,4.8,3.3
2005-06-13,1001.8,28.7,27.9,26.4,25.4,86.0,88.0,8.1,0.1
2005-06-14,1000.9,31.2,28.6,26.0,25.9,86.0,88.0,19.2,1.4
2005-06-15,1001.4,29.3,27.2,25.1,25.7,92.0,90.0,168.5,0.2
2005-06-16,1004.6,27.5,26.3,25.4,25.0,93.0,91.0,26.1,0.0
2005-06-17,1006.9,29.4,26.8,24.4,25.2,91.0,87.0,35.1,0.4
2005-06-18,1005.7,30.9,28.9,27.6,25.5,82.0,91.0,3.3,3.0
2005-06-19,1004.9,30.9,29.4,28.3,25.5,80.0,88.0,0.02,3.0
2005-06-20,1004.8,30.5,29.5,28.3,25.9,81.0,88.0,1.0,0.3
2005-06-21,1004.9,29.6,28.7,25.1,25.8,84.0,90.0,106.3,0.0
2005-06-22,1005.3,29.3,27.4,24.7,25.1,87.0,90.0,32.7,0.0
2005-06-23,1005.8,28.5,26.7,24.8,25.1,91.0,95.0,106.6,0.0
2005-06-24,1007.0,28.7,26.2,24.2,25.0,93.0,91.0,232.6,1.2
2005-06-25,1006.6,30.9,28.5,26.5,25.8,85.0,82.0,3.9,4.6
2005-06-26,1005.1,30.7,28.7,26.0,25.8,85.0,83.0,11.5,2.9
2005-06-27,1004.8,31.4,29.4,28.0,25.6,80.0,80.0,3.4,5.9
2005-06-28,1005.2,31.6,29.4,28.0,26.0,82.0,68.0,0.02,8.6
2005-06-29,1006.2,30.3,27.9,25.6,25.6,88.0,80.0,31.8,4.3
2005-06-30,1007.6,28.1,26.1,25.0,24.6,91.0,88.0,47.0,0.4
2005-07-01,1010.3,29.8,26.8,24.7,25.0,90.0,84.0,18.4,1.4
2005-07-02,1010.5,31.0,28.2,26.7,25.7,87.0,58.0,0.0,9.0
2005-07-03,1009.5,32.1,29.2,27.4,25.7,82.0,33.0,0.0,11.4
2005-07-04,1008.6,33.2,29.9,28.0,25.5,78.0,58.0,0.0,9.3
2005-07-05,1007.7,33.3,29.9,28.0,24.8,75.0,33.0,0.0,11.4
2005-07-06,1006.0,33.0,29.8,27.6,24.5,74.0,23.0,0.0,10.8
2005-07-07,1004.3,29.4,28.0,26.0,25.1,85.0,77.0,38.1,1.6
2005-07-08,1006.8,31.0,28.8,26.9,24.2,77.0,83.0,0.02,3.7
2005-07-09,1008.7,29.1,27.4,24.9,24.7,86.0,78.0,33.5,2.6
2005-07-10,1010.4,31.8,29.2,26.4,25.2,80.0,67.0,4.3,8.2
2005-07-11,1011.4,32.5,29.9,27.8,24.8,75.0,39.0,0.0,12.1
2005-07-12,1011.2,32.5,30.0,28.0,24.6,73.0,35.0,0.0,10.3
2005-07-13,1011.3,32.5,29.8,28.0,24.9,75.0,58.0,0.2,10.5
2005-07-14,1012.1,32.6,30.0,28.3,24.9,75.0,61.0,0.0,11.6
2005-07-15,1011.5,33.3,30.0,28.2,25.4,77.0,41.0,0.0,7.7
2005-07-16,1009.4,33.0,30.4,28.6,25.1,74.0,49.0,0.02,11.6
2005-07-17,1005.2,33.1,30.3,28.2,24.5,71.0,39.0,0.0,10.6
2005-07-18,1001.1,34.4,31.2,29.0,25.5,72.0,74.0,0.0,9.6
2005-07-19,998.1,35.4,31.8,26.9,25.1,69.0,76.0,28.5,10.1
2005-07-20,999.4,34.4,30.8,24.6,25.9,76.0,52.0,20.4,9.2
2005-07-21,1001.4,32.9,29.0,24.8,25.0,79.0,84.0,4.4,7.5
2005-07-22,1004.6,29.0,26.5,24.8,24.5,89.0,86.0,79.7,2.4
2005-07-23,1005.9,30.2,27.6,26.1,24.2,82.0,73.0,0.0,8.5
2005-07-24,1005.1,31.4,28.7,26.7,25.2,82.0,37.0,0.0,11.8
2005-07-25,1004.4,32.7,29.5,27.0,24.6,76.0,34.0,0.0,11.3
2005-07-26,1004.2,32.5,29.2,26.9,24.3,75.0,33.0,0.0,10.5
2005-07-27,1004.3,31.8,29.2,27.6,24.9,78.0,36.0,0.0,10.0
2005-07-28,1003.0,31.8,29.4,28.0,25.6,81.0,65.0,0.7,8.1
2005-07-29,1001.3,28.7,27.4,25.5,25.9,92.0,89.0,35.4,1.3
2005-07-30,1003.5,28.8,26.9,26.0,25.8,94.0,90.0,47.3,0.4
2005-07-31,1007.1,28.3,27.1,26.0,26.1,94.0,87.0,49.5,0.0
2005-08-01,1008.4,30.3,28.2,25.8,26.2,89.0,57.0,15.9,7.8
2005-08-02,1006.1,31.8,29.3,27.2,24.8,78.0,31.0,0.0,10.8
2005-08-03,1002.9,32.3,29.4,27.4,24.8,77.0,34.0,0.0,11.3
2005-08-04,1000.9,32.6,29.7,28.1,25.7,79.0,57.0,0.0,10.0
2005-08-05,999.4,32.5,29.8,28.1,25.4,78.0,76.0,0.0,8.7
2005-08-06,997.9,33.5,30.3,28.4,25.9,78.0,68.0,0.02,7.2
2005-08-07,1000.2,32.9,30.3,29.0,26.1,78.0,62.0,0.02,9.7
2005-08-08,1003.7,32.3,29.9,28.6,26.5,82.0,64.0,0.02,9.9
2005-08-09,1004.1,30.7,28.1,26.1,25.9,88.0,86.0,48.5,4.2
2005-08-10,1002.9,29.3,27.7,26.4,25.9,90.0,85.0,26.4,4.2
2005-08-11,1004.0,30.6,28.5,25.9,25.9,86.0,72.0,12.6,7.0
2005-08-12,1000.7,32.6,29.4,27.1,24.5,75.0,65.0,9.4,8.5
2005-08-13,999.4,29.5,26.7,23.9,24.9,90.0,92.0,83.9,0.1
2005-08-14,1004.2,30.9,28.8,24.6,25.2,81.0,87.0,2.5,4.0
2005-08-15,1005.3,29.1,27.6,26.1,25.4,88.0,85.0,14.9,0.6
2005-08-16,1005.4,27.6,26.2,25.4,25.2,94.0,88.0,49.0,1.5
2005-08-17,1005.7,26.6,25.6,24.8,24.8,96.0,87.0,51.6,3.6
2005-08-18,1006.8,28.1,25.9,25.0,24.4,92.0,90.0,39.7,0.5
2005-08-19,1006.3,26.9,25.5,24.5,24.1,92.0,97.0,242.9,0.2
2005-08-20,1004.4,26.5,25.0,23.9,23.7,93.0,99.0,303.3,0.0
2005-08-21,1006.0,27.8,27.2,25.9,25.5,90.0,91.0,17.8,0.0
2005-08-22,1008.9,30.5,28.5,27.0,25.0,82.0,86.0,0.0,5.4
2005-08-23,1008.8,31.6,28.8,27.1,25.0,80.0,63.0,0.02,10.5
2005-08-24,1006.7,30.1,27.6,25.9,24.8,85.0,80.0,16.6,4.3
2005-08-25,1007.1,29.6,27.5,26.3,23.8,80.0,85.0,0.0,2.6
2005-08-26,1009.2,28.4,27.1,26.4,24.9,88.0,88.0,2.8,3.5
2005-08-27,1009.4,28.0,27.3,26.4,25.2,89.0,90.0,0.3,1.2
2005-08-28,1008.6,29.8,28.0,26.8,25.4,86.0,86.0,2.5,6.1
2005-08-29,1008.0,30.2,28.0,26.4,25.9,89.0,69.0,9.1,8.1
2005-08-30,1005.3,30.9,28.3,25.4,25.3,85.0,41.0,21.3,8.5
2005-08-31,1002.4,32.3,29.4,26.8,24.6,76.0,20.0,0.3,10.2
2005-09-01,999.8,32.1,30.1,28.2,22.9,66.0,49.0,0.0,9.8
2005-09-02,1002.6,31.7,29.2,27.8,22.7,69.0,85.0,0.0,6.4
2005-09-03,1004.4,29.9,27.9,25.5,25.6,87.0,84.0,11.7,2.0
2005-09-04,1006.0,27.4,26.7,25.2,25.4,93.0,87.0,54.3,0.2
2005-09-05,1007.8,30.7,28.3,26.3,23.7,77.0,31.0,0.0,11.3
2005-09-06,1008.0,30.5,27.9,26.7,24.4,82.0,73.0,11.5,4.3
2005-09-07,1008.8,31.4,28.5,26.4,24.3,79.0,60.0,20.4,7.4
2005-09-08,1010.1,30.3,27.9,26.4,25.3,86.0,81.0,0.7,6.6
2005-09-09,1010.3,30.5,28.4,27.0,24.6,80.0,77.0,0.0,7.7
2005-09-10,1008.3,30.5,28.2,26.8,23.6,77.0,69.0,0.02,8.0
2005-09-11,1006.3,31.3,28.7,26.4,23.8,75.0,56.0,0.02,5.2
2005-09-12,1009.2,31.0,29.1,27.5,25.2,80.0,63.0,0.02,7.3
2005-09-13,1012.7,30.6,28.7,26.9,26.3,87.0,79.0,13.2,5.3
2005-09-14,1013.7,31.9,29.3,28.0,25.3,79.0,65.0,0.02,8.7
2005-09-15,1012.2,31.6,29.1,27.3,25.3,80.0,53.0,1.7,7.6
2005-09-16,1010.5,31.8,29.5,28.3,24.8,76.0,45.0,0.02,10.3
2005-09-17,1010.9,30.9,27.8,25.4,24.5,83.0,79.0,23.0,3.1
2005-09-18,1014.0,29.6,28.2,26.1,25.5,86.0,87.0,3.8,2.4
2005-09-19,1015.3,30.9,28.8,27.8,25.7,84.0,59.0,0.02,10.1
2005-09-20,1011.9,30.8,28.8,26.0,24.7,79.0,64.0,2.7,5.7
2005-09-21,1008.6,31.7,29.5,27.6,25.0,77.0,49.0,0.0,9.3
2005-09-22,1005.7,34.3,31.0,28.9,24.3,68.0,63.0,0.0,8.9
2005-09-23,1005.2,31.7,28.6,27.0,21.8,67.0,80.0,0.02,5.7
2005-09-24,1004.5,27.8,26.5,24.2,22.2,78.0,88.0,10.6,1.3
2005-09-25,1005.7,27.4,25.8,23.5,24.0,90.0,94.0,130.2,0.8
2005-09-26,1010.0,26.8,25.9,24.8,24.5,92.0,92.0,37.2,0.3
2005-09-27,1014.2,26.9,25.9,25.2,24.8,93.0,87.0,30.6,0.3
2005-09-28,1014.3,29.0,27.0,25.5,24.1,85.0,65.0,1.0,8.9
2005-09-29,1013.2,29.4,27.4,26.3,24.0,82.0,64.0,0.0,8.0
2005-09-30,1013.0,30.1,27.6,26.1,24.2,82.0,47.0,0.0,7.5
2005-10-01,1011.2,30.8,28.6,26.8,24.7,80.0,36.0,0.0,9.0
2005-10-02,1006.9,32.4,29.0,24.9,24.7,78.0,54.0,3.6,7.9
2005-10-03,1006.8,32.3,29.6,27.5,22.7,67.0,72.0,0.0,6.6
2005-10-04,1011.6,30.6,27.7,25.6,21.6,70.0,59.0,0.0,6.4
2005-10-05,1012.6,30.5,27.8,26.0,22.8,74.0,79.0,0.1,4.2
2005-10-06,1012.5,30.3,28.1,26.1,23.6,77.0,62.0,0.1,8.1
2005-10-07,1012.4,29.9,28.1,26.5,23.7,78.0,71.0,2.1,4.7
2005-10-08,1013.1,29.7,27.4,25.4,19.8,63.0,67.0,0.0,6.7
2005-10-09,1014.6,28.5,26.5,24.6,19.6,66.0,72.0,0.02,6.3
2005-10-10,1014.5,28.9,26.8,25.1,21.7,74.0,60.0,0.02,10.2
2005-10-11,1014.6,29.1,27.3,26.0,22.2,74.0,65.0,0.6,7.8
2005-10-12,1013.6,28.0,26.7,26.0,22.1,76.0,71.0,0.02,5.1
2005-10-13,1013.2,29.6,27.0,25.4,22.6,77.0,47.0,0.1,8.0
2005-10-14,1013.1,29.8,27.2,25.7,23.2,79.0,34.0,0.0,10.1
2005-10-15,1014.3,29.0,26.9,25.6,22.6,78.0,53.0,0.0,4.5
2005-10-16,1015.1,28.3,26.1,24.3,21.2,75.0,45.0,0.0,5.9
2005-10-17,1016.4,27.9,26.3,25.4,22.6,80.0,75.0,0.02,2.1
2005-10-18,1017.8,27.7,26.1,25.2,20.1,70.0,61.0,0.02,8.5
2005-10-19,1017.8,27.7,25.6,24.0,18.8,66.0,41.0,0.02,10.0
2005-10-20,1017.3,27.8,25.5,23.5,19.2,68.0,31.0,0.0,10.3
2005-10-21,1016.7,28.9,26.1,24.1,19.7,69.0,21.0,0.0,10.3
2005-10-22,1018.4,27.7,25.2,23.2,17.1,61.0,44.0,0.02,9.8
2005-10-23,1019.4,25.3,23.3,21.3,15.6,62.0,39.0,0.0,8.5
2005-10-24,1019.0,25.6,23.0,20.6,16.0,65.0,10.0,0.0,10.0
2005-10-25,1017.8,26.2,24.4,23.2,19.1,73.0,84.0,0.0,5.5
2005-10-26,1017.6,26.8,24.8,23.1,20.2,76.0,59.0,0.0,9.1
2005-10-27,1017.6,27.3,25.4,24.1,20.8,76.0,57.0,0.0,9.4
2005-10-28,1016.2,27.8,25.8,24.2,21.9,79.0,40.0,0.0,9.9
2005-10-29,1014.9,26.1,24.8,22.6,18.9,70.0,80.0,0.0,1.9
2005-10-30,1016.7,24.9,22.8,20.8,16.3,67.0,87.0,0.0,4.7
2005-10-31,1018.2,23.2,22.1,20.5,14.1,61.0,88.0,0.02,0.2
2005-11-01,1017.2,23.8,22.9,22.0,15.4,63.0,86.0,0.02,0.1
2005-11-02,1016.4,26.6,24.6,23.3,19.7,75.0,82.0,0.0,3.5
2005-11-03,1016.5,27.0,24.9,23.7,20.4,76.0,66.0,0.0,10.2
2005-11-04,1015.3,26.9,24.8,23.6,21.4,82.0,53.0,0.0,9.9
2005-11-05,1013.6,27.6,25.3,23.8,22.7,86.0,42.0,0.0,9.9
2005-11-06,1012.8,28.3,26.3,24.4,22.9,82.0,47.0,0.0,8.1
2005-11-07,1013.9,28.5,26.1,24.9,23.9,88.0,72.0,0.0,2.1
2005-11-08,1015.6,27.1,25.6,24.9,23.2,87.0,59.0,0.0,6.1
2005-11-09,1015.0,27.2,25.6,24.7,23.1,86.0,67.0,0.02,7.3
2005-11-10,1012.6,28.4,25.9,24.1,23.3,86.0,50.0,0.0,7.7
2005-11-11,1011.8,27.9,25.6,24.2,22.8,85.0,30.0,0.0,8.2
2005-11-12,1012.5,28.4,25.8,24.4,22.2,81.0,55.0,0.0,6.7
2005-11-13,1012.9,26.2,25.4,24.7,21.9,81.0,85.0,0.0,0.6
2005-11-14,1012.7,26.6,25.3,24.5,22.3,84.0,88.0,0.02,3.2
2005-11-15,1014.1,24.5,22.5,20.3,19.0,81.0,89.0,1.6,0.4
2005-11-16,1017.3,23.3,21.1,19.2,15.8,72.0,69.0,0.0,7.0
2005-11-17,1019.0,23.5,21.2,19.1,16.1,73.0,50.0,0.02,8.5
2005-11-18,1021.4,23.2,21.1,19.1,15.2,69.0,58.0,0.0,8.4
2005-11-19,1022.2,21.4,19.3,17.1,13.2,68.0,38.0,0.0,9.9
2005-11-20,1021.6,20.6,17.9,15.4,11.8,68.0,20.0,0.0,9.7
2005-11-21,1022.1,20.6,18.5,16.5,11.3,63.0,28.0,0.0,9.9
2005-11-22,1021.7,21.8,19.1,16.2,11.8,63.0,28.0,0.0,9.8
2005-11-23,1020.2,23.6,20.9,18.3,14.1,65.0,32.0,0.0,9.6
2005-11-24,1019.6,22.9,20.8,18.9,15.3,71.0,55.0,0.0,8.7
2005-11-25,1018.5,22.7,21.1,19.9,17.2,79.0,64.0,0.0,8.4
2005-11-26,1017.6,24.8,21.7,19.7,17.6,78.0,17.0,0.0,9.3
2005-11-27,1017.0,24.0,21.9,20.1,17.8,78.0,21.0,0.0,9.4
2005-11-28,1016.9,26.1,23.5,21.5,19.6,79.0,76.0,0.0,5.2
2005-11-29,1015.6,25.1,23.0,21.9,18.3,75.0,48.0,0.02,8.9
2005-11-30,1014.7,22.5,21.4,20.5,17.6,79.0,81.0,0.02,3.3
2005-12-01,1015.7,22.7,21.1,19.6,17.4,79.0,30.0,0.0,9.1
2005-12-02,1016.9,24.0,21.8,20.0,18.3,81.0,20.0,0.0,9.5
2005-12-03,1016.2,24.0,22.1,20.9,17.6,76.0,79.0,0.0,5.4
2005-12-04,1017.8,22.3,19.0,17.2,11.2,61.0,39.0,0.0,9.7
2005-12-05,1021.6,17.6,15.7,12.8,6.9,56.0,94.0,0.0,0.0
2005-12-06,1024.6,13.6,12.1,11.1,3.0,54.0,95.0,0.02,0.2
2005-12-07,1023.8,16.5,14.1,11.7,5.1,55.0,93.0,0.0,1.7
2005-12-08,1022.0,19.6,17.5,15.5,10.9,66.0,66.0,0.0,6.4
2005-12-09,1019.1,21.3,19.0,17.2,15.0,78.0,66.0,0.0,7.0
2005-12-10,1017.1,22.5,20.5,19.0,17.1,81.0,81.0,0.0,0.9
2005-12-11,1018.9,21.9,19.8,17.2,14.1,70.0,59.0,0.0,7.9
2005-12-12,1022.3,17.7,16.1,14.7,9.1,63.0,84.0,0.0,0.3
2005-12-13,1023.2,17.4,15.7,13.5,8.8,63.0,88.0,0.02,0.9
2005-12-14,1024.6,16.9,15.4,13.8,5.4,52.0,88.0,0.0,0.0
2005-12-15,1025.8,17.0,14.6,12.0,0.8,39.0,74.0,0.0,7.4
2005-12-16,1024.9,17.5,15.1,12.3,4.1,48.0,65.0,0.0,7.3
2005-12-17,1025.0,18.3,15.8,13.4,2.3,42.0,27.0,0.0,9.6
2005-12-18,1024.5,15.6,13.4,11.2,2.2,48.0,10.0,0.0,9.5
2005-12-19,1021.9,16.7,14.3,11.4,7.7,65.0,20.0,0.0,9.6
2005-12-20,1021.2,19.1,16.6,13.9,10.4,68.0,22.0,0.0,9.3
2005-12-21,1025.4,16.9,15.2,12.5,0.2,37.0,24.0,0.0,9.4
2005-12-22,1025.3,14.8,12.7,10.4,3.9,32.0,4.0,0.0,9.5
2005-12-23,1021.6,17.0,14.5,11.7,6.3,58.0,13.0,0.0,9.5
2005-12-24,1019.9,19.8,17.4,15.2,12.3,72.0,43.0,0.0,7.8
2005-12-25,1019.2,20.8,18.6,16.6,11.0,62.0,83.0,0.0,3.2
2005-12-26,1019.9,21.1,19.2,17.7,11.8,63.0,51.0,0.0,9.4
2005-12-27,1021.4,19.5,17.9,16.7,13.3,75.0,85.0,0.02,3.9
2005-12-28,1020.8,17.5,16.7,16.0,14.4,86.0,92.0,1.6,0.0
2005-12-29,1019.6,21.5,18.5,16.0,15.4,83.0,81.0,0.1,7.6
2005-12-30,1018.9,19.5,18.0,15.9,16.8,93.0,95.0,7.8,0.5
2005-12-31,1019.0,22.9,19.9,18.0,17.2,85.0,51.0,0.02,7.2
2006-01-01,1019.9,21.6,19.2,17.7,16.0,82.0,56.0,0.0,7.8
2006-01-02,1019.2,21.3,18.5,17.1,14.9,80.0,31.0,0.0,9.4
2006-01-03,1017.1,18.3,17.5,16.2,14.5,83.0,85.0,0.0,2.3
2006-01-04,1014.8,20.1,18.7,17.2,16.0,85.0,89.0,0.02,3.4
2006-01-05,1018.8,19.6,17.1,13.3,13.6,80.0,79.0,0.0,1.2
2006-01-06,1024.8,13.3,11.2,9.4,5.3,67.0,88.0,0.0,0.0
2006-01-07,1025.1,12.7,10.4,8.0,2.6,59.0,51.0,0.0,7.4
2006-01-08,1023.7,13.5,11.7,10.8,4.3,61.0,85.0,0.0,0.0
2006-01-09,1021.7,14.8,12.8,10.8,4.5,57.0,88.0,0.0,0.0
2006-01-10,1019.5,17.0,15.6,14.3,11.5,77.0,88.0,0.02,3.2
2006-01-11,1017.6,18.9,17.0,14.9,13.2,79.0,71.0,0.0,8.3
